"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16063","test_setting_display5","Tests.test_items","Tue Mar 10 10:45:22 CDT 2026","passed","Tue Mar 10 10:45:38 CDT 2026","TestSettingPage","test_setting","",""
"","24047","test_setting_display2","Tests.test_items","Tue Mar 10 10:44:17 CDT 2026","passed","Tue Mar 10 10:44:41 CDT 2026","TestSettingPage","test_setting","",""
"","13251","test_materialVendors_select2","Tests.test_material","Tue Mar 10 12:06:44 CDT 2026","passed","Tue Mar 10 12:06:57 CDT 2026","TestItemPage","test_materialVendors","",""
"","5293","test_shift_addrepeat","Tests.test_items","Tue Mar 10 08:14:08 CDT 2026","passed","Tue Mar 10 08:14:13 CDT 2026","TestShiftPage","test_shift","",""
"","10406","test_resourcegroup_addsuccess","Tests.test_items","Tue Mar 10 07:34:03 CDT 2026","passed","Tue Mar 10 07:34:14 CDT 2026","TestResourceGroupPage","test_resourcegroup","",""
"","24822","test_personal_openengine2","Tests.test_items","Tue Mar 10 11:11:14 CDT 2026","passed","Tue Mar 10 11:11:39 CDT 2026","TestPersonalPage","test_personal","",""
"","24034","test_apps_delsuccess","Tests.test_system","Tue Mar 10 16:34:05 CDT 2026","broken","Tue Mar 10 16:34:29 CDT 2026","TestSAppsPage","test_apps","",""
"","18260","test_interfaceexecution_log","Tests.test_system","Tue Mar 10 17:09:20 CDT 2026","passed","Tue Mar 10 17:09:39 CDT 2026","TestsInterfaceExecutionPage","test_interfaceexecution","",""
"","7719","test_inTransitInventory_select3","Tests.test_material","Tue Mar 10 13:07:21 CDT 2026","broken","Tue Mar 10 13:07:29 CDT 2026","TestItemPage","test_inTransitInventory","",""
"","14125","test_master_clear","Tests.test_items","Tue Mar 10 09:37:11 CDT 2026","passed","Tue Mar 10 09:37:25 CDT 2026","TestMasterPage","test_master","",""
"","5487","test_item_delcancel","Tests.test_items","Tue Mar 10 06:57:41 CDT 2026","passed","Tue Mar 10 06:57:46 CDT 2026","TestItemPage","test_item","",""
"","11705","test_language_ctrlI","Tests.test_system","Tue Mar 10 16:38:47 CDT 2026","passed","Tue Mar 10 16:38:58 CDT 2026","TestSLanguagePage","test_language","",""
"","7053","test_setting_addfail1","Tests.test_items","Tue Mar 10 10:39:43 CDT 2026","passed","Tue Mar 10 10:39:50 CDT 2026","TestSettingPage","test_setting","",""
"","5919","test_personal_editpassword3","Tests.test_items","Tue Mar 10 11:08:55 CDT 2026","passed","Tue Mar 10 11:09:01 CDT 2026","TestPersonalPage","test_personal","",""
"","11272","test_customer_textverify","Tests.test_items","Tue Mar 10 06:48:33 CDT 2026","passed","Tue Mar 10 06:48:44 CDT 2026","TestCustomerPage","test_customer","",""
"","5433","test_inTransitInventory_select2","Tests.test_material","Tue Mar 10 13:07:03 CDT 2026","broken","Tue Mar 10 13:07:09 CDT 2026","TestItemPage","test_inTransitInventory","",""
"","10112","test_calendar_select4","Tests.test_items","Tue Mar 10 08:35:22 CDT 2026","passed","Tue Mar 10 08:35:32 CDT 2026","TestCalendarPage","test_calendar","",""
"","125496","test_menu_ctrlI","Tests.test_system","Tue Mar 10 15:52:50 CDT 2026","broken","Tue Mar 10 15:54:56 CDT 2026","TestSMenuPage","test_menu","",""
"","1063","test_warehouselocation_shiftdel","Tests.test_material","Tue Mar 10 11:33:22 CDT 2026","broken","Tue Mar 10 11:33:23 CDT 2026","TestItemPage","test_warehouseLocation","",""
"","12801","test_resource_select5","Tests.test_items","Tue Mar 10 07:29:27 CDT 2026","passed","Tue Mar 10 07:29:40 CDT 2026","TestResourcePage","test_resource","",""
"","16418","test_planningAnnouncement_select2","Tests.test_items","Tue Mar 10 10:04:38 CDT 2026","passed","Tue Mar 10 10:04:54 CDT 2026","TestPlanDataPage","test_plandata","",""
"","9966","test_affairs_process_addfail5","Tests.test_system","Tue Mar 10 14:31:26 CDT 2026","passed","Tue Mar 10 14:31:36 CDT 2026","TestAffairsPage","test_affairs","",""
"","18528","test_itemgroup_selectnamesuccess","Tests.test_items","Tue Mar 10 07:11:28 CDT 2026","passed","Tue Mar 10 07:11:47 CDT 2026","TestItemGroupPage","test_itemgroup","",""
"","13310","test_MaterialCTB_select4","Tests.test_material","Tue Mar 10 11:39:52 CDT 2026","passed","Tue Mar 10 11:40:05 CDT 2026","TestItemPage","test_MaterialCTB","",""
"","5688","test_expression_addfail2","Tests.test_system","Tue Mar 10 15:41:12 CDT 2026","passed","Tue Mar 10 15:41:17 CDT 2026","TestSExpressionPage","test_expression","",""
"","16733","test_apps_deletetemplate","Tests.test_system","Tue Mar 10 16:27:52 CDT 2026","passed","Tue Mar 10 16:28:09 CDT 2026","TestSAppsPage","test_apps","",""
"","16633","test_button_select1","Tests.test_system","Tue Mar 10 16:43:43 CDT 2026","passed","Tue Mar 10 16:43:59 CDT 2026","TestSButtonPage","test_button","",""
"","20043","test_button_selectnamesuccess","Tests.test_system","Tue Mar 10 16:43:23 CDT 2026","passed","Tue Mar 10 16:43:43 CDT 2026","TestSButtonPage","test_button","",""
"","5389","test_unpickedMaterialDetails_ctrls","Tests.test_material","Tue Mar 10 13:39:39 CDT 2026","passed","Tue Mar 10 13:39:44 CDT 2026","TestItemPage","test_unpickedMaterialDetails","",""
"","29035","test_customer_addall","Tests.test_items","Tue Mar 10 06:51:58 CDT 2026","passed","Tue Mar 10 06:52:27 CDT 2026","TestCustomerPage","test_customer","",""
